archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,"@ 6000hm load *Dimensions: 1.75"" (H) x 4.2"" §55-17830 Y OASGB -eitictina his (3.49",English,70,"MCM Electronics Catalog 57, PDF page 47",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,75,,PADBLOX-10,2014,MCM Electronics,medium,5.5dB,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-015,5.5dB,PADBLOX-10,item-cat-008420,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008420,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,47,5.5dB,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"5.5dB @ 6000hm load *Dimensions: 1.75"" (H) x 4.2"" §55-17830 Y OASGB -eitictina his (3.49",58,PADBLOX-10,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-015', 'item-cat-008420']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,"«Output impedance: 5800hm *Max input and unbalanced *Power requirements: 12VDC, AC",English,70,"MCM Electronics Catalog 57, PDF page 47",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,78,,@Horiz,2014,MCM Electronics,medium,8Kohm,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-006,8Kohm,@Horiz,item-cat-008421,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008421,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,22,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,47,8Kohm,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"to balanced signals without any signal loss Two 4"" 8Kohm «Output impedance: 5800hm *Max input and unbalanced *Power requirements: 12VDC, AC",58,@Horiz,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-006', 'item-cat-008421']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,"and CH2 have dual mono summed RCA XLR type balanced lines. Features: *Allows signal *XLR female low impedance input ¢'4"" female high",English,66,"MCM Electronics Catalog 57, PDF page 47",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,76,,Personal Mixer — Loop Isolator Convertor,2014,MCM Electronics,medium,CH1,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-016,CH1,Personal Mixer — Loop Isolator Convertor,item-cat-008422,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008422,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,47,CH1,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"CH1 and CH2 have dual mono summed RCA XLR type balanced lines. Features: *Allows signal *XLR female low impedance input ¢'4"" female high",58,Personal Mixer — Loop Isolator Convertor,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-016', 'item-cat-008422']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,Wireless Mic.,English,81,"MCM Electronics Catalog 57, PDF page 48",72,medium,table_row,need-energy-electricity,need-energy-electricity,74,,Bi-Amp Wireless 555-20306 Two Yes 527.00,2014,MCM Electronics,medium,ACT-202T,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-004,ACT-202T,Bi-Amp Wireless 555-20306 Two Yes 527.00,item-cat-008423,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008423,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,48,ACT-202T,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,PA System §55-20358 ACT-202T Wireless Mic. 275.00,66,Bi-Amp Wireless 555-20306 Two Yes 527.00,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-004', 'item-cat-008423']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,Portable PA System,English,78,"MCM Electronics Catalog 57, PDF page 48",72,medium,table_row,need-energy-electricity,need-energy-electricity,73,,Wireless,2014,MCM Electronics,medium,MA-101,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-007,MA-101,Wireless,item-cat-008424,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008424,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,48,MA-101,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,Body Pack Transmitter MA-101 Portable PA System,66,Wireless,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-007', 'item-cat-008424']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,PersonalPA $519.-00,English,81,"MCM Electronics Catalog 57, PDF page 48",72,medium,table_row,need-energy-electricity,need-energy-electricity,77,,Bi-Amp Wireless 555-20306 Two Yes 527.00,2014,MCM Electronics,medium,MA-202,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-004,MA-202,Bi-Amp Wireless 555-20306 Two Yes 527.00,item-cat-008425,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008425,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,48,MA-202,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,5999-20312 MA-202 PersonalPA $519.-00,66,Bi-Amp Wireless 555-20306 Two Yes 527.00,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-004', 'item-cat-008425']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,Portable,English,72,"MCM Electronics Catalog 57, PDF page 48",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,73,,555-20302 One Yes 448.00,2014,MCM Electronics,medium,MA-808,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-004,MA-808,555-20302 One Yes 448.00,item-cat-008426,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008426,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,48,MA-808,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,MA-808 Portable 555-20304 Two No 4g,58,555-20302 One Yes 448.00,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-004', 'item-cat-008426']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,Portable,English,69,"MCM Electronics Catalog 57, PDF page 49",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,70,,MCM Electronics Catalog 57,2014,MCM Electronics,medium,MA-705,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-013,MA-705,MCM Electronics Catalog 57,item-cat-008427,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008427,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,49,MA-705,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,MA-705 Portable MA-708PA Portable,58,MCM Electronics Catalog 57,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-013', 'item-cat-008427']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,is a versatile and unparalleled audio,English,78,"MCM Electronics Catalog 57, PDF page 49",72,medium,table_row,need-energy-electricity,need-energy-electricity,79,,555-20386 Carry Case,2014,MCM Electronics,medium,MA-707,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-004,MA-707,555-20386 Carry Case,item-cat-008428,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008428,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,49,MA-707,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,MA-707 is a versatile and unparalleled audio MA-909 Wireless Mixer,66,555-20386 Carry Case,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-004', 'item-cat-008428']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,Portable,English,67,"MCM Electronics Catalog 57, PDF page 49",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,73,,MCM Electronics Catalog 57,2014,MCM Electronics,medium,MA-708PA,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-013,MA-708PA,MCM Electronics Catalog 57,item-cat-008429,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008429,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,49,MA-708PA,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,MA-705 Portable MA-708PA Portable,58,MCM Electronics Catalog 57,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-013', 'item-cat-008429']",
True,Historical catalog,2014,Wire / Cable / Terminals,pg-energy-wire,Wire / Cable / Terminals,,Wireless Mixer,English,84,"MCM Electronics Catalog 57, PDF page 49",72,medium,table_row,need-energy-electricity,need-energy-electricity,78,,555-20386 Carry Case,2014,MCM Electronics,medium,MA-909,need-energy,78,Energy / Electrical / Wire,9,pg-energy-wire-page-004,MA-909,555-20386 Carry Case,item-cat-008430,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008430,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,49,MA-909,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,MA-707 is a versatile and unparalleled audio MA-909 Wireless Mixer,66,555-20386 Carry Case,,pg-energy-wire,"['human-consumer', 'human-needs', 'need-energy', 'need-energy-electricity', 'pg-energy-wire', 'pg-energy-wire-page-004', 'item-cat-008430']",
True,Historical catalog,2014,Audio / Video / Display,pg-communication-av,Audio / Video / Display,,"loudspeakers, the EPA300 can fill a small- to medium-sized room and project your voice for an incredible .""",English,70,"MCM Electronics Catalog 57, PDF page 50",72,medium,table_row,need-communication-alerts-news,need-communication-alerts-news,75,,System,2014,MCM Electronics,medium,2-way,need-communication,78,Communication / Audio / Video,11,pg-communication-av-page-005,2-way,System,item-cat-008431,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008431,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,50,2-way,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,"2-way loudspeakers, the EPA300 can fill a small- to medium-sized room and project your voice for an incredible .""",58,System,,pg-communication-av,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-alerts-news', 'pg-communication-av', 'pg-communication-av-page-005', 'item-cat-008431']",
True,Historical catalog,2014,Electronic Components / Test Electronics,pg-communication-electronics,Electronic Components / Test Electronics,,graphic EQ *Voice Canceller function removes singer's voice from recordings for karaoke applications Featuring a 300W Class D powered mixer equipped,English,65,"MCM Electronics Catalog 57, PDF page 50",72,medium,table_row,need-communication-data-storage,need-communication-data-storage,75,,System,2014,MCM Electronics,medium,5-band,need-communication,78,Communication / Electronic Components,11,pg-communication-electronics-page-019,5-band,System,item-cat-008432,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-008432,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,"2014 MCMelectronics_com Catalog 57 -- null -- Volume catalog 57, -- MCM Electronics -- 53548c3340b321b2ed844f17074f7c87 -- Anna’s Archive.pdf",English,50,5-band,MCM Electronics Catalog 57,SRC-0118,,MCM Electronics,5-band graphic EQ *Voice Canceller function removes singer's voice from recordings for karaoke applications Featuring a 300W Class D powered mixer equipped,58,System,,pg-communication-electronics,"['human-consumer', 'human-needs', 'need-communication', 'need-communication-data-storage', 'pg-communication-electronics', 'pg-communication-electronics-page-019', 'item-cat-008432']",
