archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Psychology,,College independent-study course in Psychology. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,79,,Marriage and family values,1995,Eastern Kentucky University,high,436,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-002,436,Marriage and family values,item-course-001073,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001073,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,436,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Psychology; credit: 3S; division: U,42,Marriage and family values,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-002', 'item-course-001073']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Sociology,,College independent-study course in Sociology. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,74,,Self and society,1995,Eastern Kentucky University,high,101,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-002,101,Self and society,item-course-001074,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001074,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,101,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Sociology; credit: 3S; division: L,42,Self and society,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-002', 'item-course-001074']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,High School — Business / Economics / Finance,pg-service-high-school-business-economics-finance,Economics,,High School independent-study course in Economics. Credit: HF.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Basic Education,need-education-basic-education,68,,Economics,1995,Eastern Kentucky University,high,12,need-education,84,Education / Basic Education / Business / Economics / Finance,15,pg-service-high-school-business-economics-finance-page-001,12,Economics,item-course-001075,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001075,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,12,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: High School; department: Economics; credit: HF; division: ,42,Economics,,pg-service-high-school-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-basic-education', 'pg-service-high-school-business-economics-finance', 'pg-service-high-school-business-economics-finance-page-001', 'item-course-001075']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,High School — English / Communication / Journalism,pg-service-high-school-english-communication-journalism,English,,High School independent-study course in English. Credit: HF.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Basic Education,need-education-basic-education,70,,English grammar,1995,Eastern Kentucky University,high,12,need-education,84,Education / Basic Education / English / Communication / Journalism,15,pg-service-high-school-english-communication-journalism-page-001,12,English grammar,item-course-001076,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001076,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,12,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: High School; department: English; credit: HF; division: ,42,English grammar,,pg-service-high-school-english-communication-journalism,"['human-consumer', 'human-needs', 'need-education', 'need-education-basic-education', 'pg-service-high-school-english-communication-journalism', 'pg-service-high-school-english-communication-journalism-page-001', 'item-course-001076']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,High School — History / Geography / Government / Law,pg-service-high-school-history-geography-government-law,Government,,High School independent-study course in Government. Credit: HF.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Basic Education,need-education-basic-education,71,,Government,1995,Eastern Kentucky University,high,12,need-education,84,Education / Basic Education / History / Geography / Government / Law,15,pg-service-high-school-history-geography-government-law-page-001,12,Government,item-course-001077,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001077,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,12,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: High School; department: Government; credit: HF; division: ,42,Government,,pg-service-high-school-history-geography-government-law,"['human-consumer', 'human-needs', 'need-education', 'need-education-basic-education', 'pg-service-high-school-history-geography-government-law', 'pg-service-high-school-history-geography-government-law-page-001', 'item-course-001077']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,High School — Psychology / Sociology / Human Services,pg-service-high-school-psychology-sociology-human-services,Sociology,,High School independent-study course in Sociology. Credit: HF.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Basic Education,need-education-basic-education,70,,Sociology,1995,Eastern Kentucky University,high,12,need-education,84,Education / Basic Education / Psychology / Sociology / Human Services,15,pg-service-high-school-psychology-sociology-human-services-page-001,12,Sociology,item-course-001078,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001078,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,12,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: High School; department: Sociology; credit: HF; division: ,42,Sociology,,pg-service-high-school-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-basic-education', 'pg-service-high-school-psychology-sociology-human-services', 'pg-service-high-school-psychology-sociology-human-services-page-001', 'item-course-001078']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Administrative Systems and Business Education,,College independent-study course in Administrative Systems and Business Education. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,74,,Business and office calculations,1995,Eastern Kentucky University,high,254,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-004,254,Business and office calculations,item-course-001079,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001079,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,254,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Administrative Systems and Business Education; credit: 3S; division: L,42,Business and office calculations,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-004', 'item-course-001079']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Administrative Systems and Business Education,,College independent-study course in Administrative Systems and Business Education. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,69,,Business communications,1995,Eastern Kentucky University,high,201,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-004,201,Business communications,item-course-001080,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001080,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,201,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Administrative Systems and Business Education; credit: 3S; division: L,42,Business communications,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-004', 'item-course-001080']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Administrative Systems and Business Education,,College independent-study course in Administrative Systems and Business Education. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,Introduction to business,1995,Eastern Kentucky University,high,101,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-004,101,Introduction to business,item-course-001081,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001081,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,101,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Administrative Systems and Business Education; credit: 3S; division: L,42,Introduction to business,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-004', 'item-course-001081']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Biology,,College independent-study course in Biology. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,72,,Economic plants,1995,Eastern Kentucky University,high,300,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-004,300,Economic plants,item-course-001082,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001082,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,300,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Biology; credit: 3S; division: U,42,Economic plants,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-004', 'item-course-001082']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Business Law,,College independent-study course in Business Law. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,70,,Legal environment of business,1995,Eastern Kentucky University,high,204,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-005,204,Legal environment of business,item-course-001083,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001083,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,204,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Business Law; credit: 3S; division: L,42,Legal environment of business,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-005', 'item-course-001083']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Computing / Engineering / Technology,pg-service-college-computing-engineering-technology,Introduction to computer information,,"College independent-study course in Introduction to computer information. Credit: 3S, CI.",English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,systems,1995,Eastern Kentucky University,high,212,need-education,84,Education / Postsecondary / Computing / Engineering / Technology,15,pg-service-college-computing-engineering-technology-page-002,212,systems,item-course-001084,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001084,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,212,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,"Institution: Eastern Kentucky University; level: College; department: Introduction to computer information; credit: 3S, CI; division: L",42,systems,,pg-service-college-computing-engineering-technology,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-computing-engineering-technology', 'pg-service-college-computing-engineering-technology-page-002', 'item-course-001084']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Education / Teaching,pg-service-college-education-teaching,Corrections and Law Enforcement Education,,College independent-study course in Corrections and Law Enforcement Education. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,Introduction to corrections,1995,Eastern Kentucky University,high,120,need-education,84,Education / Postsecondary / Education / Teaching,15,pg-service-college-education-teaching-page-001,120,Introduction to corrections,item-course-001085,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001085,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,120,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Corrections and Law Enforcement Education; credit: 3S; division: L,42,Introduction to corrections,,pg-service-college-education-teaching,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-education-teaching', 'pg-service-college-education-teaching-page-001', 'item-course-001085']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Economics,,College independent-study course in Economics. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,72,,Money and banking,1995,Eastern Kentucky University,high,324,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-005,324,Money and banking,item-course-001086,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-001086,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,324,The Independent Study Catalog,SRC-EDU-ISC-1995,,Eastern Kentucky University,Institution: Eastern Kentucky University; level: College; department: Economics; credit: 3S; division: U,42,Money and banking,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-005', 'item-course-001086']",
