archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical/current mixed,unknown,Fasteners,pg-tools-fasteners,Fasteners,,Hex Washer Head Self-Drill Screw,English,83,"Aluminum Fastener Supply Catalog, PDF page 25",72,medium,table_row,need-tools-repair-fasteners,need-tools-repair-fasteners,80,,Hex Washer Head Self-Drill Screw,unknown,Aluminum Fastener Supply,high,019,need-tools-repair,90,Tools / Fasteners,16,pg-tools-fasteners-page-001,019,Hex Washer Head Self-Drill Screw,item-cat-006569,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006569,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,ALUMIMUM BOLT catalog.pdf,English,25,019,Aluminum Fastener Supply Catalog,SRC-0107,,Aluminum Fastener Supply,8 18 .50 .166 .122 .125 .136 .250 .096 .348 .019,37,Hex Washer Head Self-Drill Screw,,pg-tools-fasteners,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-fasteners', 'pg-tools-fasteners', 'pg-tools-fasteners-page-001', 'item-cat-006569']",
True,Historical/current mixed,unknown,Fasteners,pg-tools-fasteners,Fasteners,,Hex Washer Head Self-Drill Screw,English,80,"Aluminum Fastener Supply Catalog, PDF page 25",72,medium,table_row,need-tools-repair-fasteners,need-tools-repair-fasteners,85,,Hex Washer Head Self-Drill Screw,unknown,Aluminum Fastener Supply,high,025,need-tools-repair,90,Tools / Fasteners,16,pg-tools-fasteners-page-001,025,Hex Washer Head Self-Drill Screw,item-cat-006570,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006570,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,ALUMIMUM BOLT catalog.pdf,English,25,025,Aluminum Fastener Supply Catalog,SRC-0107,,Aluminum Fastener Supply,.75 .139 .099 .244 .093 .302 .025,37,Hex Washer Head Self-Drill Screw,,pg-tools-fasteners,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-fasteners', 'pg-tools-fasteners', 'pg-tools-fasteners-page-001', 'item-cat-006570']",
True,Historical/current mixed,unknown,Fasteners,pg-tools-fasteners,Fasteners,,Hex Washer Head Self-Drill Screw,English,84,"Aluminum Fastener Supply Catalog, PDF page 25",72,medium,table_row,need-tools-repair-fasteners,need-tools-repair-fasteners,85,,Hex Washer Head Self-Drill Screw,unknown,Aluminum Fastener Supply,high,031,need-tools-repair,90,Tools / Fasteners,16,pg-tools-fasteners-page-001,031,Hex Washer Head Self-Drill Screw,item-cat-006571,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006571,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,ALUMIMUM BOLT catalog.pdf,English,25,031,Aluminum Fastener Supply Catalog,SRC-0107,,Aluminum Fastener Supply,2.00 .161 .116 .244 .110 .322 .031,37,Hex Washer Head Self-Drill Screw,,pg-tools-fasteners,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-fasteners', 'pg-tools-fasteners', 'pg-tools-fasteners-page-001', 'item-cat-006571']",
True,Historical/current mixed,unknown,Fasteners,pg-tools-fasteners,Fasteners,,series moderate to high strength non-heat-treatable alloy. Magne,English,84,"Aluminum Fastener Supply Catalog, PDF page 32",72,medium,table_row,need-tools-repair-fasteners,need-tools-repair-fasteners,88,,Aluminum Fastener Supply Catalog,unknown,Aluminum Fastener Supply,high,1000,need-tools-repair,90,Tools / Fasteners,16,pg-tools-fasteners-page-001,1000,Aluminum Fastener Supply Catalog,item-cat-006572,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006572,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,ALUMIMUM BOLT catalog.pdf,English,32,1000,Aluminum Fastener Supply Catalog,SRC-0107,,Aluminum Fastener Supply,1000 series moderate to high strength non-heat-treatable alloy. Magne,37,Aluminum Fastener Supply Catalog,,pg-tools-fasteners,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-fasteners', 'pg-tools-fasteners', 'pg-tools-fasteners-page-001', 'item-cat-006572']",
True,Historical/current mixed,unknown,Fasteners,pg-tools-fasteners,Fasteners,,series in heat-treatable alloys of very high strength. Usually other,English,86,"Aluminum Fastener Supply Catalog, PDF page 32",72,medium,table_row,need-tools-repair-fasteners,need-tools-repair-fasteners,79,,Aluminum Fastener Supply Catalog,unknown,Aluminum Fastener Supply,high,3000,need-tools-repair,90,Tools / Fasteners,16,pg-tools-fasteners-page-001,3000,Aluminum Fastener Supply Catalog,item-cat-006573,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006573,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,ALUMIMUM BOLT catalog.pdf,English,32,3000,Aluminum Fastener Supply Catalog,SRC-0107,,Aluminum Fastener Supply,3000 series in heat-treatable alloys of very high strength. Usually other,37,Aluminum Fastener Supply Catalog,,pg-tools-fasteners,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-fasteners', 'pg-tools-fasteners', 'pg-tools-fasteners-page-001', 'item-cat-006573']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Break Dresser 109,English,85,"Tyrolit Specialised Precision, PDF page 4",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,84,,Break Dresser 109,2011,Tyrolit,high,109,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-002,109,Break Dresser 109,item-cat-006574,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006574,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,4,109,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,Break Dresser 109,37,Break Dresser 109,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-002', 'item-cat-006574']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Accessories 114,English,83,"Tyrolit Specialised Precision, PDF page 4",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,85,,Accessories 114,2011,Tyrolit,high,114,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-002,114,Accessories 114,item-cat-006575,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006575,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,26,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,4,114,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,Accessories 114,37,Accessories 114,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-002', 'item-cat-006575']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Accessories 114,English,81,"Tyrolit Specialised Precision, PDF page 4",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,81,,Accessories 114,2011,Tyrolit,high,115,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-002,115,Accessories 114,item-cat-006576,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006576,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,14,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,4,115,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,Reducing rings 115,37,Accessories 114,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-002', 'item-cat-006576']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Appendix 116,English,82,"Tyrolit Specialised Precision, PDF page 4",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,84,,Appendix 116,2011,Tyrolit,high,123,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-002,123,Appendix 116,item-cat-006577,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006577,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,4,123,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,Interrelationship; surface roughness / profile radius / grit size 123,37,Appendix 116,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-002', 'item-cat-006577']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Appendix 116,English,83,"Tyrolit Specialised Precision, PDF page 4",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,83,,Appendix 116,2011,Tyrolit,high,133,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-002,133,Appendix 116,item-cat-006578,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006578,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,4,133,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,Precision data sheet 133,37,Appendix 116,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-002', 'item-cat-006578']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Appendix 116,English,80,"Tyrolit Specialised Precision, PDF page 4",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,87,,Appendix 116,2011,Tyrolit,high,134,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-002,134,Appendix 116,item-cat-006579,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006579,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,21,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,4,134,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,Type index 134,37,Appendix 116,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-002', 'item-cat-006579']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Regular aluminium oxide Grit size indication Hardness ascends The higher the num- V=,English,84,"Tyrolit Specialised Precision, PDF page 8",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,84,,Example,2011,Tyrolit,high,10A,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-003,10A,Example,item-cat-006580,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006580,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,18,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,8,10A,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,"10A Regular aluminium oxide Grit size indication Hardness ascends The higher the num- V= Internal code, which",37,Example,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-003', 'item-cat-006580']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Black silicon carbide,English,83,"Tyrolit Specialised Precision, PDF page 8",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,83,,Example,2011,Tyrolit,high,1C,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-003,1C,Example,item-cat-006581,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006581,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,8,1C,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,1C Black silicon carbide,37,Example,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-003', 'item-cat-006581']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Mixture of 89A and 10A (sieve sizes per inch) the wheel is.,English,78,"Tyrolit Specialised Precision, PDF page 8",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,79,,Example,2011,Tyrolit,high,50A,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-003,50A,Example,item-cat-006582,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006582,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,8,50A,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,50A Mixture of 89A and 10A (sieve sizes per inch) the wheel is.,37,Example,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-003', 'item-cat-006582']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,Semi-friable aluminium oxide,English,83,"Tyrolit Specialised Precision, PDF page 8",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,89,,Example,2011,Tyrolit,high,52A,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-003,52A,Example,item-cat-006583,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006583,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,8,52A,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,52A Semi-friable aluminium oxide,37,Example,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-003', 'item-cat-006583']",
True,Historical technical catalog,2011,Abrasives / Grinding / Cutting,pg-tools-abrasives,Abrasives / Grinding / Cutting,,– 1200 very fine Elastic-bonded,English,84,"Tyrolit Specialised Precision, PDF page 8",72,medium,table_row,need-tools-repair-power-tools,need-tools-repair-power-tools,86,,Example,2011,Tyrolit,high,800,need-tools-repair,90,Tools / Abrasives / Cutting,16,pg-tools-abrasives-page-003,800,Example,item-cat-006584,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-006584,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Tyrolit - Product Catalogue - Specialised Precision.pdf,English,8,800,Tyrolit Specialised Precision,SRC-0108,,Tyrolit,87A Mixture of 89A and 88A 800 – 1200 very fine Elastic-bonded,37,Example,,pg-tools-abrasives,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-power-tools', 'pg-tools-abrasives', 'pg-tools-abrasives-page-003', 'item-cat-006584']",
