archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,in.2 .2528 in.2 .2828 in.2 .2828 in.2 .2889 in.2 .3550 in.2,English,79,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,86,,.356 TYP .584 TYP,circa 2014,80/20 Inc.,high,2228,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-002,2228,.356 TYP .584 TYP,item-cat-004764,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004764,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,20,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,2228,80/20 Catalog 20,SRC-0104,,80/20 Inc.,sti ate Area .2228 in.2 .2528 in.2 .2828 in.2 .2828 in.2 .2889 in.2 .3550 in.2 .3550 in.2,37,.356 TYP .584 TYP,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-002', 'item-cat-004764']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,in.2 .2828 in.2 .2828 in.2 .2889 in.2 .3550 in.2 .3550 in.2,English,85,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,85,,.356 TYP .584 TYP,circa 2014,80/20 Inc.,high,2528,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-002,2528,.356 TYP .584 TYP,item-cat-004765,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004765,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,2528,80/20 Catalog 20,SRC-0104,,80/20 Inc.,sti ate Area .2228 in.2 .2528 in.2 .2828 in.2 .2828 in.2 .2889 in.2 .3550 in.2 .3550 in.2,37,.356 TYP .584 TYP,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-002', 'item-cat-004765']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,in.2 .2828 in.2 .2889 in.2 .3550 in.2 .3550 in.2,English,83,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,83,,.356 TYP .584 TYP,circa 2014,80/20 Inc.,high,2828,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-002,2828,.356 TYP .584 TYP,item-cat-004766,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004766,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,23,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,2828,80/20 Catalog 20,SRC-0104,,80/20 Inc.,sti ate Area .2228 in.2 .2528 in.2 .2828 in.2 .2828 in.2 .2889 in.2 .3550 in.2 .3550 in.2,37,.356 TYP .584 TYP,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-002', 'item-cat-004766']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,in.2 .3550 in.2 .3550 in.2,English,83,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,79,,.356 TYP .584 TYP,circa 2014,80/20 Inc.,high,2889,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-002,2889,.356 TYP .584 TYP,item-cat-004767,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004767,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,2889,80/20 Catalog 20,SRC-0104,,80/20 Inc.,sti ate Area .2228 in.2 .2528 in.2 .2828 in.2 .2828 in.2 .2889 in.2 .3550 in.2 .3550 in.2,37,.356 TYP .584 TYP,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-002', 'item-cat-004767']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,in.2 .6775 in.2 .8691 in.2 .8691 in.2,English,81,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,81,,PROFILES,circa 2014,80/20 Inc.,high,6775,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-012,6775,PROFILES,item-cat-004768,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004768,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,6775,80/20 Catalog 20,SRC-0104,,80/20 Inc.,sti ate Area .6775 in.2 .6775 in.2 .8691 in.2 .8691 in.2 1.061 in.2 1.061 in.2 1.061 in.2 .256,37,PROFILES,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-012', 'item-cat-004768']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,C ut to L ength,English,84,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,88,,Service No. Series Service Description Reference Page,circa 2014,80/20 Inc.,high,7005,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-013,7005,Service No. Series Service Description Reference Page,item-cat-004769,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004769,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,24,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,7005,80/20 Catalog 20,SRC-0104,,80/20 Inc.,7005 C ut to L ength 822,37,Service No. Series Service Description Reference Page,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-013', 'item-cat-004769']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,9728 displays. The four open T- slots enable access from any direction and are useful for mounting accessories.,English,86,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,80,,Profile,circa 2014,80/20 Inc.,high,9726,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-012,9726,Profile,item-cat-004770,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004770,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,24,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,9726,80/20 Catalog 20,SRC-0104,,80/20 Inc.,Part No. 9700 9701 9705 9706 9725 9726 9728 displays. The four open T- slots enable access from any direction and are useful for mounting accessories.,37,Profile,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-012', 'item-cat-004770']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,displays. The four open T- slots enable access from any direction and are useful for mounting accessories.,English,84,"80/20 Catalog 20, PDF page 37",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,79,,Profile,circa 2014,80/20 Inc.,high,9728,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-012,9728,Profile,item-cat-004771,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004771,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,25,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,37,9728,80/20 Catalog 20,SRC-0104,,80/20 Inc.,Part No. 9700 9701 9705 9706 9725 9726 9728 displays. The four open T- slots enable access from any direction and are useful for mounting accessories.,37,Profile,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-012', 'item-cat-004771']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,lack -FB B lack Anodiz e,English,78,"80/20 Catalog 20, PDF page 38",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,79,,"# 204-R 1 I X = 0.054” 4 10,200,000 # 204-R 1 I X = 0.049” 4 10,200,000",circa 2014,80/20 Inc.,high,1001-B,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-001,1001-B,"# 204-R 1 I X = 0.054” 4 10,200,000 # 204-R 1 I X = 0.049” 4 10,200,000",item-cat-004772,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004772,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,38,1001-B,80/20 Catalog 20,SRC-0104,,80/20 Inc.,1001-B lack -FB B lack Anodiz e 1002-B lack -FB B lack Anodiz e,37,"# 204-R 1 I X = 0.054” 4 10,200,000 # 204-R 1 I X = 0.049” 4 10,200,000",,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-001', 'item-cat-004772']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,lack -FB B lack Anodiz e,English,82,"80/20 Catalog 20, PDF page 38",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,80,,"# 204-R 1 I X = 0.054” 4 10,200,000 # 204-R 1 I X = 0.049” 4 10,200,000",circa 2014,80/20 Inc.,high,1002-B,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-001,1002-B,"# 204-R 1 I X = 0.054” 4 10,200,000 # 204-R 1 I X = 0.049” 4 10,200,000",item-cat-004773,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004773,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,38,1002-B,80/20 Catalog 20,SRC-0104,,80/20 Inc.,1001-B lack -FB B lack Anodiz e 1002-B lack -FB B lack Anodiz e,37,"# 204-R 1 I X = 0.054” 4 10,200,000 # 204-R 1 I X = 0.049” 4 10,200,000",,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-001', 'item-cat-004773']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,TYP .584 TYP .356 TYP .584 TYP,English,78,"80/20 Catalog 20, PDF page 38",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,86,,.356 TYP .584 TYP .356 TYP .584 TYP,circa 2014,80/20 Inc.,high,356,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-002,356,.356 TYP .584 TYP .356 TYP .584 TYP,item-cat-004774,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004774,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,17,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,38,356,80/20 Catalog 20,SRC-0104,,80/20 Inc.,.356 TYP .584 TYP .356 TYP .584 TYP,37,.356 TYP .584 TYP .356 TYP .584 TYP,,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-002', 'item-cat-004774']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,lack -FB B lack Anodiz e,English,81,"80/20 Catalog 20, PDF page 39",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,84,,"# 204-R 1 I X = 0.049” 4 10,200,000 # 204-R 1 I X = 0.054” 4 10,200,000",circa 2014,80/20 Inc.,high,1003-B,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-001,1003-B,"# 204-R 1 I X = 0.049” 4 10,200,000 # 204-R 1 I X = 0.054” 4 10,200,000",item-cat-004775,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004775,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,19,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,39,1003-B,80/20 Catalog 20,SRC-0104,,80/20 Inc.,1003-B lack -FB B lack Anodiz e 1004-B lack -FB B lack Anodiz e,37,"# 204-R 1 I X = 0.049” 4 10,200,000 # 204-R 1 I X = 0.054” 4 10,200,000",,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-001', 'item-cat-004775']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,lack -FB B lack Anodiz e,English,83,"80/20 Catalog 20, PDF page 39",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,79,,"# 204-R 1 I X = 0.049” 4 10,200,000 # 204-R 1 I X = 0.054” 4 10,200,000",circa 2014,80/20 Inc.,high,1004-B,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-001,1004-B,"# 204-R 1 I X = 0.049” 4 10,200,000 # 204-R 1 I X = 0.054” 4 10,200,000",item-cat-004776,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004776,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,16,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,39,1004-B,80/20 Catalog 20,SRC-0104,,80/20 Inc.,1003-B lack -FB B lack Anodiz e 1004-B lack -FB B lack Anodiz e,37,"# 204-R 1 I X = 0.049” 4 10,200,000 # 204-R 1 I X = 0.054” 4 10,200,000",,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-001', 'item-cat-004776']",
True,Historical catalog; current online refresh possible,circa 2014,Modular Framing / Profiles / Panels,pg-tools-modular,Modular Framing / Profiles / Panels,,lack -FB B lack Anodiz e,English,80,"80/20 Catalog 20, PDF page 40",72,medium,table_row,need-tools-repair-modular-framing,need-tools-repair-modular-framing,86,,"# 204-R 1 I X = 0.030” 4 10,200,000 # 204-R 1 I X = 0.007” 4 10,200,000",circa 2014,80/20 Inc.,high,1012-B,need-tools-repair,90,Tools / Modular Framing,16,pg-tools-modular-page-001,1012-B,"# 204-R 1 I X = 0.030” 4 10,200,000 # 204-R 1 I X = 0.007” 4 10,200,000",item-cat-004777,,"Verify current equivalent, price, availability and specifications before purchase.",CAT-004777,catalog-product,Extracted English catalog record — current status and price require verification,catalog_product,15,,Provisional heuristic; recalculate from User Profile and current offer evidence.,Catalog_20_20.pdf,English,40,1012-B,80/20 Catalog 20,SRC-0104,,80/20 Inc.,1012-B lack -FB B lack Anodiz e 1050-B lack -FB B lack Anodiz e,37,"# 204-R 1 I X = 0.030” 4 10,200,000 # 204-R 1 I X = 0.007” 4 10,200,000",,pg-tools-modular,"['human-consumer', 'human-needs', 'need-tools-repair', 'need-tools-repair-modular-framing', 'pg-tools-modular', 'pg-tools-modular-page-001', 'item-cat-004777']",
