archived,availability,catalog_year,category_group,category_group_id,category_original,currency,description,display_language,durability,evidence,evidence_score,extraction_confidence,extraction_method,fulfillment_class,fulfillment_id,fulfillment_score,historical_price_usd,item_name,last_updated,manufacturer,mapping_confidence,model_part_number,need_id,need_match_score,need_path,need_rank,page_id,part_number,product_name,product_node_id,recall_class,recommended_action,record_id,record_kind,record_status,record_type,risk,risk_type,score_status,source_file,source_language,source_page,source_record_id,source_title,source_uid,source_url,source_vendor,spec_text,survival_value,title,total_cost,tree_node_id,tree_path_ids,value_score
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Health / Nursing / Emergency Services,pg-service-college-health-nursing-emergency-services,Introduction to health and human services,,"College independent-study course in Introduction to health and human services. Credit: 4U, VI.",English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,79,,Portrait of a family,1995,State University of New York Empire State College,high,IN218,need-education,84,Education / Postsecondary / Health / Nursing / Emergency Services,15,pg-service-college-health-nursing-emergency-services-page-002,IN218,Portrait of a family,item-course-002494,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002494,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,IN218,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,"Institution: State University of New York Empire State College; level: College; department: Introduction to health and human services; credit: 4U, VI; division: L",42,Portrait of a family,,pg-service-college-health-nursing-emergency-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-health-nursing-emergency-services', 'pg-service-college-health-nursing-emergency-services-page-002', 'item-course-002494']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Health / Nursing / Emergency Services,pg-service-college-health-nursing-emergency-services,Introduction to health and human services,,College independent-study course in Introduction to health and human services. Credit: 4U.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,72,,Societies in transition,1995,State University of New York Empire State College,high,GL207,need-education,84,Education / Postsecondary / Health / Nursing / Emergency Services,15,pg-service-college-health-nursing-emergency-services-page-002,GL207,Societies in transition,item-course-002495,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002495,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,GL207,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,Institution: State University of New York Empire State College; level: College; department: Introduction to health and human services; credit: 4U; division: L,42,Societies in transition,,pg-service-college-health-nursing-emergency-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-health-nursing-emergency-services', 'pg-service-college-health-nursing-emergency-services-page-002', 'item-course-002495']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Health / Nursing / Emergency Services,pg-service-college-health-nursing-emergency-services,Introduction to health and human services,,College independent-study course in Introduction to health and human services. Credit: 8U.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,78,,The individual and society,1995,State University of New York Empire State College,high,IN301,need-education,84,Education / Postsecondary / Health / Nursing / Emergency Services,15,pg-service-college-health-nursing-emergency-services-page-002,IN301,The individual and society,item-course-002496,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002496,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,IN301,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,Institution: State University of New York Empire State College; level: College; department: Introduction to health and human services; credit: 8U; division: U,42,The individual and society,,pg-service-college-health-nursing-emergency-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-health-nursing-emergency-services', 'pg-service-college-health-nursing-emergency-services-page-002', 'item-course-002496']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Health / Nursing / Emergency Services,pg-service-college-health-nursing-emergency-services,Introduction to health and human services,,College independent-study course in Introduction to health and human services. Credit: VC.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,Thinking about education,1995,State University of New York Empire State College,high,IN213,need-education,84,Education / Postsecondary / Health / Nursing / Emergency Services,15,pg-service-college-health-nursing-emergency-services-page-002,IN213,Thinking about education,item-course-002497,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002497,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,IN213,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,Institution: State University of New York Empire State College; level: College; department: Introduction to health and human services; credit: VC; division: L,42,Thinking about education,,pg-service-college-health-nursing-emergency-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-health-nursing-emergency-services', 'pg-service-college-health-nursing-emergency-services-page-002', 'item-course-002497']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Health / Nursing / Emergency Services,pg-service-college-health-nursing-emergency-services,Introduction to health and human services,,"College independent-study course in Introduction to health and human services. Credit: 6U, VI.",English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,80,,War and American society,1995,State University of New York Empire State College,high,IN215,need-education,84,Education / Postsecondary / Health / Nursing / Emergency Services,15,pg-service-college-health-nursing-emergency-services-page-002,IN215,War and American society,item-course-002498,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002498,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,IN215,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,"Institution: State University of New York Empire State College; level: College; department: Introduction to health and human services; credit: 6U, VI; division: L",42,War and American society,,pg-service-college-health-nursing-emergency-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-health-nursing-emergency-services', 'pg-service-college-health-nursing-emergency-services-page-002', 'item-course-002498']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Psychology / Sociology / Human Services,pg-service-college-psychology-sociology-human-services,Sociology,,College independent-study course in Sociology. Credit: 8U.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,75,,Perspectives in sociology,1995,State University of New York Empire State College,high,IN410,need-education,84,Education / Postsecondary / Psychology / Sociology / Human Services,15,pg-service-college-psychology-sociology-human-services-page-004,IN410,Perspectives in sociology,item-course-002499,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002499,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,IN410,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,Institution: State University of New York Empire State College; level: College; department: Sociology; credit: 8U; division: U,42,Perspectives in sociology,,pg-service-college-psychology-sociology-human-services,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-psychology-sociology-human-services', 'pg-service-college-psychology-sociology-human-services-page-004', 'item-course-002499']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Taxation,,College independent-study course in Taxation. Credit: 4U.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,77,,Income tax I,1995,State University of New York Empire State College,high,BU360,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-010,BU360,Income tax I,item-course-002500,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002500,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU360,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,Institution: State University of New York Empire State College; level: College; department: Taxation; credit: 4U; division: U,42,Income tax I,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-010', 'item-course-002500']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Taxation,,College independent-study course in Taxation. Credit: 4U.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,76,,Income tax II,1995,State University of New York Empire State College,high,BU362,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-010,BU362,Income tax II,item-course-002501,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002501,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU362,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,Institution: State University of New York Empire State College; level: College; department: Taxation; credit: 4U; division: U,42,Income tax II,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-010', 'item-course-002501']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Taxation,,College independent-study course in Taxation. Credit: 2U.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,70,,Income tax practicum,1995,State University of New York Empire State College,high,BU36I,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-010,BU36I,Income tax practicum,item-course-002502,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002502,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU36I,The Independent Study Catalog,SRC-EDU-ISC-1995,,State University of New York Empire State College,Institution: State University of New York Empire State College; level: College; department: Taxation; credit: 2U; division: U,42,Income tax practicum,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-010', 'item-course-002502']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Business Administration,,College independent-study course in Business Administration. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,69,,Accounting I,1995,Stephens College,high,BU210,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-010,BU210,Accounting I,item-course-002503,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002503,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU210,The Independent Study Catalog,SRC-EDU-ISC-1995,,Stephens College,Institution: Stephens College; level: College; department: Business Administration; credit: 3S; division: L,42,Accounting I,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-010', 'item-course-002503']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Business Administration,,College independent-study course in Business Administration. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,69,,Accounting II,1995,Stephens College,high,BU220,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-010,BU220,Accounting II,item-course-002504,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002504,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU220,The Independent Study Catalog,SRC-EDU-ISC-1995,,Stephens College,Institution: Stephens College; level: College; department: Business Administration; credit: 3S; division: L,42,Accounting II,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-010', 'item-course-002504']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Business Administration,,College independent-study course in Business Administration. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,73,,Business law,1995,Stephens College,high,BU352,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-010,BU352,Business law,item-course-002505,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002505,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU352,The Independent Study Catalog,SRC-EDU-ISC-1995,,Stephens College,Institution: Stephens College; level: College; department: Business Administration; credit: 3S; division: U,42,Business law,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-010', 'item-course-002505']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Business Administration,,College independent-study course in Business Administration. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,71,,Business policy and strategy,1995,Stephens College,high,BU494,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-010,BU494,Business policy and strategy,item-course-002506,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002506,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU494,The Independent Study Catalog,SRC-EDU-ISC-1995,,Stephens College,Institution: Stephens College; level: College; department: Business Administration; credit: 3S; division: U,42,Business policy and strategy,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-010', 'item-course-002506']",
True,Historical 1995 service catalog; contact institution or successor to verify.,1995,College — Business / Economics / Finance,pg-service-college-business-economics-finance,Business Administration,,College independent-study course in Business Administration. Credit: 3S.,English,,"The Independent Study Catalog, 1995 structured course listing.",78,medium,text catalog parser,Postsecondary,need-education-postsecondary,79,,Marketing,1995,Stephens College,high,BU250,need-education,84,Education / Postsecondary / Business / Economics / Finance,15,pg-service-college-business-economics-finance-page-011,BU250,Marketing,item-course-002507,,"Verify the current institution, equivalent course, delivery method, tuition and accreditation.",COURSE-002507,service,Historical education service listing — current availability requires verification,historical_education_service,12,Historical availability uncertainty,Provisional heuristic; recalculate from User Profile and current service evidence.,The Independent Study Catalog 1995.pdf,English,,BU250,The Independent Study Catalog,SRC-EDU-ISC-1995,,Stephens College,Institution: Stephens College; level: College; department: Business Administration; credit: 3S; division: L,42,Marketing,,pg-service-college-business-economics-finance,"['human-consumer', 'human-needs', 'need-education', 'need-education-postsecondary', 'pg-service-college-business-economics-finance', 'pg-service-college-business-economics-finance-page-011', 'item-course-002507']",
