node_id,parent_id,label,type,sector,sort,priority_rank,description,meta,source_uid
need_education_reference_books,need_education,Reference Books,need-fulfillment-class,Human / Consumer,4,15,,fulfillment path,
need_education_credentials,need_education,Credentials,need-fulfillment-class,Human / Consumer,5,15,,fulfillment path,
need_education_learning_materials,need_education,Learning Materials,need-fulfillment-class,Human / Consumer,6,15,,fulfillment path,
need_tools,human_needs,16. Tools / Property Maintenance / Repair,need-domain,Human / Consumer,16,16,"Tools, hardware, fasteners, maintenance, building components.",priority need,
need_tools_hand_tools,need_tools,Hand Tools,need-fulfillment-class,Human / Consumer,1,16,,fulfillment path,
need_tools_power_tools,need_tools,Power Tools,need-fulfillment-class,Human / Consumer,2,16,,fulfillment path,
need_tools_fasteners,need_tools,Fasteners,need-fulfillment-class,Human / Consumer,3,16,,fulfillment path,
need_tools_hardware,need_tools,Hardware,need-fulfillment-class,Human / Consumer,4,16,,fulfillment path,
need_tools_modular_framing,need_tools,Modular Framing,need-fulfillment-class,Human / Consumer,5,16,,fulfillment path,
need_tools_hose_fittings,need_tools,Hose / Fittings,need-fulfillment-class,Human / Consumer,6,16,,fulfillment path,
need_tools_building_materials,need_tools,Building Materials,need-fulfillment-class,Human / Consumer,7,16,,fulfillment path,
need_tools_cabinets_slides,need_tools,Cabinets / Slides,need-fulfillment-class,Human / Consumer,8,16,,fulfillment path,
need_finance,human_needs,17. Finance / Insurance / Long-Term Resilience,need-domain,Human / Consumer,17,17,"Savings, insurance, credit, debt, capital, retirement.",priority need,
need_finance_cash_flow,need_finance,Cash Flow,need-fulfillment-class,Human / Consumer,1,17,,fulfillment path,
need_finance_credit,need_finance,Credit,need-fulfillment-class,Human / Consumer,2,17,,fulfillment path,
need_finance_insurance,need_finance,Insurance,need-fulfillment-class,Human / Consumer,3,17,,fulfillment path,
need_finance_savings,need_finance,Savings,need-fulfillment-class,Human / Consumer,4,17,,fulfillment path,
need_finance_capital_assets,need_finance,Capital Assets,need-fulfillment-class,Human / Consumer,5,17,,fulfillment path,
need_finance_retirement,need_finance,Retirement,need-fulfillment-class,Human / Consumer,6,17,,fulfillment path,
need_recreation,human_needs,18. Recreation / Culture / Meaning,need-domain,Human / Consumer,18,18,"Recreation, social activities, spiritual/cultural value.",priority need,
need_recreation_games_activities,need_recreation,Games / Activities,need-fulfillment-class,Human / Consumer,1,18,,fulfillment path,
need_recreation_outdoor_recreation,need_recreation,Outdoor Recreation,need-fulfillment-class,Human / Consumer,2,18,,fulfillment path,
need_recreation_culture_arts,need_recreation,Culture / Arts,need-fulfillment-class,Human / Consumer,3,18,,fulfillment path,
need_recreation_spiritual_meaning,need_recreation,Spiritual / Meaning,need-fulfillment-class,Human / Consumer,4,18,,fulfillment path,
need_recreation_gardening,need_recreation,Gardening,need-fulfillment-class,Human / Consumer,5,18,,fulfillment path,
need_lifestyle,human_needs,19. Lifestyle Wants / Comfort / Nice-to-Have,need-domain,Human / Consumer,19,19,"Preference, comfort, status, convenience after core needs are met.",priority need,
need_lifestyle_comfort_upgrades,need_lifestyle,Comfort Upgrades,need-fulfillment-class,Human / Consumer,1,19,,fulfillment path,
need_lifestyle_luxury_goods,need_lifestyle,Luxury Goods,need-fulfillment-class,Human / Consumer,2,19,,fulfillment path,
need_lifestyle_collectibles_historical_reference,need_lifestyle,Collectibles / Historical Reference,need-fulfillment-class,Human / Consumer,3,19,,fulfillment path,
need_lifestyle_hobby_items,need_lifestyle,Hobby Items,need-fulfillment-class,Human / Consumer,4,19,,fulfillment path,
need_lifestyle_aesthetic_preference,need_lifestyle,Aesthetic Preference,need-fulfillment-class,Human / Consumer,5,19,,fulfillment path,
human_profile,human,"User Profile — Inputs, Constraints, Preferences",profile,Human / Consumer,2,,,,
profile_identity_household_context,human_profile,Identity / Household Context,profile-object,Human / Consumer,1,,,,
profile_need_priority_weights,human_profile,Need Priority Weights,profile-object,Human / Consumer,2,,,,
profile_constraints_budget_time_location,human_profile,Constraints / Budget / Time / Location,profile-object,Human / Consumer,3,,,,
profile_preferences_deal_breakers,human_profile,Preferences / Deal-Breakers,profile-object,Human / Consumer,4,,,,
profile_records_evidence_ownership_outcomes,human_profile,Records / Evidence / Ownership Outcomes,profile-object,Human / Consumer,5,,,,
market_offers_listings,market,Offers / Listings,market-object,Market / Exchange,1,,,,
market_bids_quotes_negotiations,market,Bids / Quotes / Negotiations,market-object,Market / Exchange,2,,,,
market_transactions_receipts_contracts,market,Transactions / Receipts / Contracts,market-object,Market / Exchange,3,,,,
market_prices_availability_delivery,market,Prices / Availability / Delivery,market-object,Market / Exchange,4,,,,
market_product_identity_classification,market,Product Identity / Classification,market-object,Market / Exchange,5,,,,
business_business_type_library,business,Business Type Library,business-object,Business / Commercial,1,,,,
business_business_model,business,Business Model,business-object,Business / Commercial,2,,,,
business_department_swimlanes,business,Department Swimlanes,business-object,Business / Commercial,3,,,,
business_simulation_calibration,business,Simulation / Calibration,business-object,Business / Commercial,4,,,,
business_catalog_conversion_sources,business,Catalog Conversion Sources,business-object,Business / Commercial,5,,,,
catalog_priority,business_catalog_conversion_sources,Priority Product Catalogs,source-group,Business / Commercial,1,,,,
catalog_industrial,business_catalog_conversion_sources,Industrial / Hardware / MRO Catalogs,source-group,Business / Commercial,2,,,,
catalog_stats,business_catalog_conversion_sources,Statistics / Environment / Calibration Data,source-group,Business / Commercial,3,,,,
catalog_reference,business_catalog_conversion_sources,Reference / Theory / Restricted Sources,source-group,Business / Commercial,4,,,,
finance_accounts_cash_flow,finance_sector,Accounts / Cash Flow,finance-object,Finance / Capital,1,,,,
finance_credit_loans_leases,finance_sector,Credit / Loans / Leases,finance-object,Finance / Capital,2,,,,
finance_insurance_risk_transfer,finance_sector,Insurance / Risk Transfer,finance-object,Finance / Capital,3,,,,
finance_savings_capital_assets,finance_sector,Savings / Capital Assets,finance-object,Finance / Capital,4,,,,
finance_value_credit_assessment,finance_sector,Value / Credit Assessment,finance-object,Finance / Capital,5,,,,
government_public_services,government,Public Services,public-object,Public / Government,1,,,,
government_public_records_registries,government,Public Records / Registries,public-object,Public / Government,2,,,,
government_permits_licences_authorizations,government,Permits / Licences / Authorizations,public-object,Public / Government,3,,,,
government_taxes_fees_transfers,government,Taxes / Fees / Transfers,public-object,Public / Government,4,,,,
government_rights_remedies_appeals,government,Rights / Remedies / Appeals,public-object,Public / Government,5,,,,
government_procurement_public_contracts,government,Procurement / Public Contracts,public-object,Public / Government,6,,,,
government_official_statistics_data_cubes,government,Official Statistics / Data Cubes,public-object,Public / Government,7,,,,
src_src_0001,catalog_stats,Open Food Facts bulk database,source,Human / Consumer; Market / Exchange,1,,Already locally processed in first Canada run; raw JSONL stays local.,Open Data Bulk,SRC-0001
src_src_0002,catalog_stats,NAPCS Canada 2022 product classification,source,Market / Exchange; Business / Commercial; Public / Government,2,,"Use as official classification crosswalk, not as user-facing need tree replacement.",Official Classification,SRC-0002
src_src_0003,catalog_stats,ISED Financial Performance Data 2024,source,Business / Commercial; Finance / Capital,3,,Already packaged as GitHub-safe v0.2; raw ZIP should stay as Release asset.,Official Business Financial Benchmark,SRC-0003
src_src_0004,catalog_stats,Statistics Canada cube downloads,source,Public / Government; Human / Consumer; Market / Exchange,4,,Initial sample import succeeded; latest-PID refresh is next.,Official Statistical Cubes,SRC-0004
src_src_0005,catalog_reference,GS1 GPC Browser and barcode/product identity references,source,Market / Exchange; Business / Commercial,5,,Use brick terminology for product-level datagrid refinement.,Product Identity / Classification Reference,SRC-0005
src_src_0006,catalog_reference,NVD CPE,source,Information / Records; Market / Exchange,6,,"Useful for IT/software product identity, not retail SKU pricing.",Open Technical Classification,SRC-0006
src_src_0007,catalog_stats,ENERGY STAR product datasets,source,Human / Consumer; Market / Exchange; Resources / Environment,7,,High value for appliance and building-system comparison.,Open Product/Efficiency Dataset,SRC-0007
src_src_0008,catalog_stats,NHTSA vehicle datasets,source,Human / Consumer; Public / Government; Market / Exchange,8,,Use to refresh vehicle taxonomy and current safety info.,Open Vehicle Dataset,SRC-0008
src_src_0100,catalog_priority,Essentra Components Catalog Volume 14,source,Business / Commercial; Market / Exchange,9,,"Over 1,000 pages; structured contents and repeated item/spec tables.",Industrial Component Catalog,SRC-0100
src_src_0101,catalog_priority,Faucher complete truck-body hardware set,source,Business / Commercial; Market / Exchange,10,,"Handles, locks/latches, gas springs, hinges, adhesives, rubber, fasteners, cargo control, heaters, lights.",Truck Body Hardware Catalog Set,SRC-0101
src_src_0102,catalog_priority,"Parker Hose, Fittings and Equipment Catalog 4400",source,Business / Commercial; Market / Exchange,11,,Keep safety warnings and do-not-mix rules attached to records.,Fluid Power / Hose Catalog,SRC-0102
src_src_0103,catalog_priority,Gregg Distributors Product Catalogue,source,Business / Commercial; Human / Consumer; Market / Exchange,12,,"2,600+ pages; convert by section rather than whole catalog at once.",Canadian Industrial Supply Catalog,SRC-0103
src_src_0104,catalog_priority,80/20 Catalog 20,source,Business / Commercial; Market / Exchange,13,,Duplicate uploaded as Catalog_20_20 and Catalog_80_20; keep one master source.,Modular Framing System Catalog,SRC-0104
src_src_0105,catalog_priority,Grote Lighting Systems and Electrical Catalogs,source,Business / Commercial; Market / Exchange,14,,"Includes lighting, electrical connection, fuse/circuit protection.",Vehicle Electrical / Lighting Catalog Set,SRC-0105
src_src_0106,catalog_industrial,"GPH / Nexans mechanical connectors, cable lugs and clamps",source,Business / Commercial; Infrastructure / Logistics; Public / Government,15,,Flag voltage ranges and VDE/IEC references; not consumer DIY guidance.,Electrical Power Hardware Catalog Set,SRC-0106
src_src_0107,catalog_stats,Aluminum Fastener Supply Product Catalog,source,Business / Commercial; Market / Exchange,16,,Good for aluminum-compatible fastener comparison.,Fastener Catalog,SRC-0107
src_src_0108,catalog_industrial,Tyrolit Specialised Precision Product Catalogue,source,Business / Commercial; Market / Exchange,17,,Useful for material/tooling application matrix.,Abrasives / Grinding Technical Catalog,SRC-0108
src_src_0109,catalog_industrial,Ortlieb Clamping Systems Catalogue,source,Business / Commercial,18,,Useful for tooling/workholding classification.,Workholding / Clamping Catalog,SRC-0109
src_src_0110,catalog_reference,KNA Fluid Power hose/fitting cross-reference,source,Business / Commercial; Market / Exchange,19,,"Maps KNA to Dayco, Parker, Aeroquip, Gates.",Hydraulic Hose/Fitting Cross Reference,SRC-0110
src_src_0111,catalog_industrial,LM Industries Product Catalogue & Technical Reference,source,Business / Commercial; Infrastructure / Logistics,20,,"Over 5,200 parts claimed in inventory; good system-component source.",Vacuum / Water Truck Parts Catalog,SRC-0111
src_src_0112,catalog_industrial,GapVax PartsExpress parts catalog,source,Business / Commercial; Infrastructure / Logistics,21,,Duplicate uploaded twice; keep one master.,Vacuum Truck Parts Catalog,SRC-0112
src_src_0113,catalog_reference,Kingfisher Welded Boat Guide,source,Human / Consumer; Market / Exchange,22,,Finished-product comparison source.,Marine Vehicle Product Catalog,SRC-0113
src_src_0114,catalog_reference,Harkness Rose Catalogue,source,Human / Consumer; Market / Exchange,23,,Good for house/garden/property domain.,Horticulture Product Catalog,SRC-0114
src_src_0115,catalog_industrial,Respiratory Protection Catalog,source,Business / Commercial; Human / Consumer; Public / Government,24,,Do not turn into medical/safety advice without current standards verification.,Safety PPE Catalog,SRC-0115
src_src_0116,catalog_reference,CRC Custom Rollforming profile catalog,source,Business / Commercial; Manufacturing,25,,Image-based; no text parsed.,Roll-formed Profile Catalog,SRC-0116
src_src_0117,catalog_reference,J.B. Shannon & Sons Illustrated Catalogue of Building Hardware No. 24,source,Market / Exchange; Historical Reference,26,,Not current product source; useful taxonomy/reference.,Historical Building Hardware Catalog,SRC-0117
src_src_0118,catalog_industrial,MCM Electronics 2014 Catalog,source,Business / Commercial; Market / Exchange,27,,Previously identified as direct catalog source with many products.,Electronics / Tools Catalog,SRC-0118
src_src_0119,catalog_industrial,Starrett Precision Tools Catalog No. 28,source,Business / Commercial,28,,Good source for measuring and quality inspection categories.,Precision Tool Catalog,SRC-0119
src_src_0120,catalog_industrial,Scientific Products General Catalog 1991-92,source,Business / Commercial; Public / Government,29,,Large lab/industrial source.,Lab / Scientific Product Catalog,SRC-0120
src_src_0121,catalog_industrial,IVES Architectural Hardware Catalog,source,Business / Commercial; Shelter / Housing,30,,Good brick source for doors and construction hardware.,Architectural Hardware Catalog,SRC-0121
src_src_0122,catalog_industrial,K2 Door Hardware Catalog,source,Business / Commercial; Shelter / Housing,31,,Keep as product/spec reference; no security-bypass workflows.,Door Hardware Catalog,SRC-0122
src_src_0123,catalog_reference,Aquascape Water Features Catalog,source,Human / Consumer; Market / Exchange,32,,Property/garden system category.,Outdoor Property Catalog,SRC-0123
src_src_0124,catalog_industrial,Waytek Automotive Electrical Supplies,source,Business / Commercial; Market / Exchange,33,,Excellent wiring/electrical brick source.,Automotive Electrical Catalog,SRC-0124
src_src_0125,catalog_reference,Gardall Safe Catalog,source,Human / Consumer; Business / Commercial,34,,Avoid advice on defeating security.,Safe / Security Storage Catalog,SRC-0125
src_src_0126,catalog_reference,Master Lock keyed-alike / lock reference,source,Business / Commercial; Human / Consumer,35,,Do not publish detailed keyed-alike code lists.,Lock Reference,SRC-0126
src_src_0127,catalog_reference,Chamela Lingerie Catalog,source,Human / Consumer; Market / Exchange,36,,Usable as apparel SKU structure source.,Apparel Catalog,SRC-0127
src_src_0128,catalog_reference,Shoe and Leather Encyclopedia,source,Human / Consumer; Market / Exchange,37,,Taxonomy more than product rows.,Footwear / Leather Taxonomy Reference,SRC-0128
src_src_0200,catalog_stats,Business Statistics of the United States 2022,source,Business / Commercial; Market / Exchange; Finance / Capital,38,,Use to identify public source tables and model variables.,Statistical Reference Book,SRC-0200
src_src_0201,catalog_stats,ProQuest Statistical Abstract of the United States 2021,source,Public / Government; Human / Consumer; Business / Commercial; Market / Exchange,39,,Treat as guide to source datasets.,Statistical Abstract,SRC-0201
src_src_0202,catalog_stats,Handbook of U.S. Labor Statistics,source,Human / Consumer; Business / Commercial; Market / Exchange,40,,Use public BLS originals where possible for current data.,Labor Statistical Reference,SRC-0202
src_src_0203,catalog_stats,The Almanac of American Education 2022,source,Human / Consumer; Public / Government,41,,Useful for education/labour connection.,Education Statistical Reference,SRC-0203
src_src_0204,catalog_stats,State Profiles 2018,source,Public / Government; Market / Exchange,42,,Good repeatable geography profile template.,State Statistical Profile,SRC-0204
src_src_0205,catalog_reference,American Buyers: Demographics of Shopping,source,Human / Consumer; Market / Exchange; Business / Commercial,43,,"Use for demand-model seed, not current forecasting alone.",Buyer Demand Reference,SRC-0205
src_src_0206,catalog_stats,Applied Demography,source,Human / Consumer; Public / Government,44,,Use for population segment modelling.,Method/Theory Book,SRC-0206
src_src_0207,catalog_stats,Demography: The Study of Human Population,source,Human / Consumer; Public / Government,45,,Core theory source.,Method/Theory Book,SRC-0207
src_src_0208,catalog_industrial,Corporate Demography / Demography of Corporations and Industries,source,Business / Commercial,46,,Supports business simulator.,Business Simulation Theory,SRC-0208
src_src_0209,catalog_industrial,Agent-Mediated Electronic Commerce AMEC/TADA series,source,Market / Exchange; Business / Commercial,47,,Important for future buyer/seller agents.,Agent Market Theory,SRC-0209
src_src_0210,catalog_reference,Enterprise logistics and supply chain structure: the role of fit,source,Business / Commercial; Infrastructure / Logistics,48,,Use for business simulator architecture.,Supply Chain Theory Paper,SRC-0210
src_src_0211,catalog_stats,"Women's Equality, Demography and Public Policies",source,Public / Government; Human / Consumer,49,,Aggregate/policy modelling only.,Policy/Demography Reference,SRC-0211
